59073.00 	0.241030 0.015139  0.376024 0.025004 -0.2615365 0.0207584
59074.00 	0.241492 0.015169  0.374345 0.025067 -0.2613976 0.0208138
59075.00 	0.241923 0.015199  0.372659 0.025130 -0.2611884 0.0208691
59076.00 	0.242323 0.015229  0.370967 0.025193 -0.2609018 0.0209243
59077.00 	0.242691 0.015259  0.369268 0.025256 -0.2606439 0.0209795
59078.00 	0.243027 0.015289  0.367565 0.025318 -0.2604653 0.0210347
59079.00 	0.243331 0.015319  0.365856 0.025381 -0.2604326 0.0210898
59080.00 	0.243604 0.015349  0.364143 0.025444 -0.2606869 0.0211449
59081.00 	0.243844 0.015379  0.362427 0.025506 -0.2611790 0.0211999
59082.00 	0.244051 0.015408  0.360706 0.025569 -0.2618785 0.0212548
59083.00 	0.244227 0.015438  0.358983 0.025631 -0.2627455 0.0213098
59084.00 	0.244370 0.015468  0.357258 0.025693 -0.2636250 0.0213646
59085.00 	0.244480 0.015498  0.355531 0.025755 -0.2643875 0.0214195
59086.00 	0.244558 0.015527  0.353802 0.025818 -0.2650002 0.0214742
59087.00 	0.244603 0.015557  0.352073 0.025880 -0.2653866 0.0215290
59088.00 	0.244616 0.015586  0.350343 0.025942 -0.2655482 0.0215837
59089.00 	0.244596 0.015616  0.348613 0.026004 -0.2655394 0.0216383
59090.00 	0.244543 0.015645  0.346884 0.026066 -0.2654269 0.0216929
59091.00 	0.244457 0.015675  0.345157 0.026128 -0.2653017 0.0217474
59092.00 	0.244339 0.015704  0.343431 0.026190 -0.2652419 0.0218019
59093.00 	0.244187 0.015733  0.341707 0.026251 -0.2652619 0.0218564
59094.00 	0.244004 0.015763  0.339986 0.026313 -0.2653763 0.0219108
59095.00 	0.243787 0.015792  0.338268 0.026375 -0.2656173 0.0219652
59096.00 	0.243538 0.015821  0.336554 0.026437 -0.2659642 0.0220195
59097.00 	0.243256 0.015850  0.334845 0.026498 -0.2663473 0.0220738
59098.00 	0.242941 0.015879  0.333140 0.026560 -0.2668033 0.0221280
59099.00 	0.242594 0.015909  0.331441 0.026621 -0.2672237 0.0221822
59100.00 	0.242215 0.015938  0.329747 0.026682 -0.2676047 0.0222363
59101.00 	0.241803 0.015967  0.328060 0.026744 -0.2679094 0.0222904
59102.00 	0.241359 0.015996  0.326379 0.026805 -0.2681669 0.0223444
59103.00 	0.240883 0.016024  0.324706 0.026866 -0.2683431 0.0223985
59104.00 	0.240375 0.016053  0.323041 0.026928 -0.2684259 0.0224524
59105.00 	0.239835 0.016082  0.321384 0.026989 -0.2685884 0.0225063
59106.00 	0.239263 0.016111  0.319736 0.027050 -0.2688678 0.0225602
59107.00 	0.238659 0.016140  0.318097 0.027111 -0.2692784 0.0226140
